,Formula,0,10,20,25,30,40,50,60,70,80,90,100
295,Sr(OH)2,0.9,,,2.2,,,,,,,,
296,SrSO3,,,,0.0015,,,,,,,,
297,SrSO4,,,,0.0135,,,,,,,,
298,SrS2O3,8.8,13.2,17.7,20.0,22.2,26.8,,,,,,
299,Tb(NO3)3,,,60.6,61.02,,,,,,,,
300,Tl2SO4,2.65,3.56,4.61,5.19,5.8,7.09,8.46,9.89,11.33,12.77,14.18,15.53
301,Tm(NO3)3,,,,67.9,,,,,,,,
302,UO2(NO3)2,49.52,51.82,54.42,55.85,57.55,61.59,67.07,,,,,
303,Y(NO3)3,55.57,56.93,58.75,59.86,61.11,63.3,64.9,67.9,72.5,,,
304,Yb(NO3)3,,,,70.5,,,,,,,,
305,ZnBr2,79.3,80.1,81.8,83.0,84.1,85.6,85.8,86.1,86.3,86.6,86.8,87.1
306,ZnC2O4,,0.001,0.0019,0.0026,,,,,,,,
307,ZnCl2,,76.6,79.0,80.3,81.4,81.8,82.4,83.0,83.7,84.4,85.2,86.0
308,Zn(ClO4)2,44.29,,,46.27,,,48.7,,,,,
309,ZnF2,,,,1.53,,,,,,,,
310,ZnI2,81.1,81.2,81.3,81.4,81.5,81.7,82.0,82.3,82.6,83.0,83.3,83.7
311,Zn(IO3)2,,,0.58,0.64,0.69,0.77,0.82,,,,,
312,Zn(NO3)2,47.8,50.8,54.4,54.6,58.5,79.1,80.1,87.5,89.9,,,
313,ZnSO3,,,0.1786,0.179,0.1794,0.1803,0.1812,,,,,
314,ZnSO4,29.1,32.0,35.0,36.6,38.2,41.3,43.0,42.1,41.0,39.9,38.8,37.6
315,ZnSeO4,33.06,34.98,37.38,38.79,40.34,,,,,,,
